"Tab","Button","Section","Source","CurrentPlacementWhy","AlternateTab","AlternatePlacementJustification","PlacementAssessment","Description"
"Sysinternals","ru","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","ShellRunas","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","strings","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","Testlimit","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Stress And Caution utility."
"Wi-Fi","Wi-Fi Issue Scan","Wi-Fi","ToolCatalog","This tab is for wireless adapter, profile, and nearby network troubleshooting.","Network","Wi-Fi is a network transport and could live under Network if tabs are consolidated.","Current placement appears reasonable.","Runs a quick scan for common Wi-Fi problems."
"Wi-Fi","Wi-Fi Networks","Wi-Fi","ToolCatalog","This tab is for wireless adapter, profile, and nearby network troubleshooting.","Network","Wi-Fi is a network transport and could live under Network if tabs are consolidated.","Current placement appears reasonable.","Lists visible wireless networks."
"Wi-Fi","Wi-Fi Profiles","Wi-Fi","ToolCatalog","This tab is for wireless adapter, profile, and nearby network troubleshooting.","Network","Wi-Fi is a network transport and could live under Network if tabs are consolidated.","Current placement appears reasonable.","Lists saved Wi-Fi profiles."
"Wi-Fi","Wi-Fi Status","Wi-Fi","ToolCatalog","This tab is for wireless adapter, profile, and nearby network troubleshooting.","Network","Wi-Fi is a network transport and could live under Network if tabs are consolidated.","Current placement appears reasonable.","Shows wireless interface state and connection details."
"Windows","Defender Security Check","Windows Health","ToolCatalog","This tab is for Windows OS health signals that are not direct repair actions.","Security","Defender and firewall findings are also security posture checks.","Current placement appears reasonable.","Checks Defender, real-time protection, signatures, and firewall profiles."
"Windows","Event Log Triage","Windows Health","ToolCatalog","This tab is for Windows OS health signals that are not direct repair actions.","Quick Diagnosis","Windows health signals are core quick-triage indicators.","Current placement appears reasonable.","Shows recent critical and error events from System, Application, and Setup logs."
"Windows","Service Health","Windows Health","ToolCatalog","This tab is for Windows OS health signals that are not direct repair actions.","Quick Diagnosis","Windows health signals are core quick-triage indicators.","Current placement appears reasonable.","Lists automatic services that are unexpectedly stopped."
"Windows","Startup Impact","Windows Health","ToolCatalog","This tab is for Windows OS health signals that are not direct repair actions.","Quick Diagnosis","Windows health signals are core quick-triage indicators.","Current placement appears reasonable.","Reviews startup commands and failed scheduled tasks."
"Windows","Windows Update Health","Windows Health","ToolCatalog","This tab is for Windows OS health signals that are not direct repair actions.","Quick Diagnosis","Windows health signals are core quick-triage indicators.","Current placement appears reasonable.","Checks update services and common pending reboot markers."
